"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.58682881771578e-159,0.704749347951481,0.222,0.18,1.10272827204074e-154,0,"PSTPIP1"
1.02276606340217e-158,0.742763666026566,0.18,0.152,2.01873565594321e-154,0,"PDCL3"
2.10064766515408e-158,0.363740381441642,0.421,0.409,4.14625836148113e-154,0,"TCF25"
3.60201074100004e-158,0.323335733429166,0.495,0.492,7.10964880058589e-154,0,"PPIB"
3.17889204771668e-157,0.301297179422831,0.686,0.675,6.27449712378318e-153,0,"GMFG"
3.36515120421042e-157,0.523924731788628,0.443,0.385,6.64213544687052e-153,0,"SYTL3"
4.28103275348176e-157,0.79849997708118,0.196,0.155,8.4499024488223e-153,0,"SLA2"
3.72780808092519e-156,0.835580745494954,0.196,0.148,7.35794759013014e-152,0,"ISCA1"
1.60600459815244e-155,0.747480846498614,0.215,0.169,3.16993187583329e-151,0,"MRPL10"
1.93882081848066e-155,0.967308371655512,0.172,0.126,3.82684453151712e-151,0,"TUBB4B"
6.57859292961263e-155,0.65307167448866,0.275,0.233,1.29848267244694e-150,0,"APOBEC3C"
1.0036115705292e-154,0.264005600892213,0.521,0.531,1.98092851791053e-150,0,"POLR2L"
1.35744808460158e-154,0.334124418415175,0.589,0.571,2.6793310293866e-150,0,"FYN"
2.75319568055226e-154,1.24737947150664,0.14,0.077,5.43425763427405e-150,0,"CD81"
1.53549597515649e-153,0.765767103032391,0.232,0.177,3.03076195576389e-149,0,"GLIPR2"
1.46704393614296e-151,0.254293382441543,0.349,0.373,2.89565132115898e-147,0,"TERF2IP"
3.81505843486464e-150,0.265962105087046,0.421,0.435,7.53016233873582e-146,0,"SEC61B"
1.22846269314302e-149,0.461991582453683,0.251,0.237,2.42473966372569e-145,0,"PSMB6"
2.36680223736135e-149,0.31363127920051,0.398,0.397,4.67159425610382e-145,0,"ARHGDIA"
3.58714494710409e-149,0.359568117092648,0.379,0.37,7.08030669659406e-145,0,"VPS28"
5.27509635886154e-149,0.302427936011217,0.421,0.422,1.04119851931209e-144,0,"PET100"
1.36046093245278e-148,0.396215635383082,0.219,0.221,2.68527778847529e-144,0,"STRAP"
1.61044497715105e-148,0.421665437716303,0.272,0.263,3.17869629590074e-144,0,"NDUFA6"
8.82454148662968e-148,1.255207029239,0.137,0.073,1.74178799863097e-143,0,"C12orf75"
9.15544635042517e-148,0.309396880376129,0.284,0.293,1.80710200064692e-143,0,"PSMD8"
1.03822653295489e-147,1.65748368290553,0.1,0.042,2.04925153074636e-143,0,"CLU"
1.13454605496488e-147,0.599335295749416,0.256,0.219,2.23936700328969e-143,0,"BCAS2"
1.21151079786832e-147,0.571003536537995,0.33,0.286,2.39128001283249e-143,0,"CCNH"
1.47263888541477e-147,1.05588875420184,0.167,0.104,2.90669463203168e-143,0,"FOSL2"
1.10497801716145e-146,0.800341818750127,0.18,0.141,2.18100561027327e-142,0,"GTF2B"
1.71790454478048e-146,0.400485250954448,0.367,0.368,3.39079999048771e-142,0,"HSPE1"
2.92901787607431e-146,0.548575884741797,0.253,0.225,5.78129548379547e-142,0,"BUD31"
1.35375092095948e-144,0.295830299502765,0.247,0.26,2.67203356778982e-140,0,"RNF7"
1.03486819538123e-143,0.339597078380767,0.577,0.554,2.04262284404348e-139,0,"STK4"
8.10388265705429e-143,0.353991456535918,0.351,0.347,1.59954435884938e-138,0,"RABAC1"
9.04724124127036e-141,0.260915303263403,0.448,0.456,1.78574447620194e-136,0,"ICAM3"
1.53530606868026e-139,0.28240739274922,0.389,0.4,3.0303871183611e-135,0,"DBI"
2.56217672907307e-138,0.2836672990043,0.902,0.89,5.05722442784443e-134,0,"ARHGDIB"
3.49406479930199e-138,0.347906980295631,0.305,0.304,6.89658510086226e-134,0,"MRFAP1"
3.67113803385035e-138,0.89426376473149,0.15,0.112,7.24609225121381e-134,0,"SRRT"
3.96234332303521e-138,0.610680961003253,0.31,0.261,7.8208732510069e-134,0,"GPR65"
5.97245780688404e-138,0.326521847359087,0.475,0.466,1.17884372192277e-133,0,"PSME2"
1.06568458321469e-137,0.440160635239631,0.27,0.255,2.10344823034915e-133,0,"ENY2"
1.29062660899689e-137,0.384707261717968,0.394,0.385,2.54743880083805e-133,0,"GIMAP4"
1.6686859781654e-137,1.01279064524109,0.162,0.103,3.29365238370287e-133,0,"PLA2G16"
