"sample","group","reason_median_logCPM","reason_low_within_group_correlation","sample_weight","avg_within_group_cor"
"MSCCR_reGRID_57_Biopsy_115","CD",FALSE,FALSE,1.49499133173724,0.941815464478163
"MSCCR_reGRID_570_Biopsy_1114","Control",FALSE,FALSE,1.34704387091374,0.937350831795827
"MSCCR_reGRID_573_Biopsy_1116","CD",FALSE,FALSE,0.949555510200289,0.93395486663363
"MSCCR_reGRID_577_Biopsy_1125","CD",FALSE,FALSE,0.418713433087652,0.920754041576254
"MSCCR_reGRID_58_Biopsy_117","CD",FALSE,FALSE,2.40708297744069,0.942948685104016
"MSCCR_reGRID_589_Biopsy_1150","CD",FALSE,FALSE,0.406072355716672,0.905593276704454
"MSCCR_reGRID_59_Biopsy_120","CD",FALSE,FALSE,1.16245079721814,0.940683251999119
"MSCCR_reGRID_590_Biopsy_1151","CD",FALSE,FALSE,0.850485548648172,0.936104590817363
"MSCCR_reGRID_592_Biopsy_1155","Control",FALSE,FALSE,1.29320709462462,0.939397681469547
"MSCCR_reGRID_594_Biopsy_1159","Control",FALSE,FALSE,1.41832765034817,0.943153845576616
"MSCCR_reGRID_600_Biopsy_1166","Control",FALSE,FALSE,0.524302338480829,0.906748230850791
"MSCCR_reGRID_606_Biopsy_1180","Control",FALSE,FALSE,1.18423292295545,0.932990509961421
"MSCCR_reGRID_618_Biopsy_1202","Control",FALSE,FALSE,1.27685997539421,0.931110358443961
"MSCCR_reGRID_619_Biopsy_1204","Control",FALSE,FALSE,0.727417170528407,0.923637812366212
"MSCCR_reGRID_625_Biopsy_1214","CD",FALSE,FALSE,0.505337874984939,0.931196812988615
"MSCCR_reGRID_628_Biopsy_1218","Control",FALSE,TRUE,0.356350081115934,0.881684997048537
"MSCCR_reGRID_629_Biopsy_1221","CD",FALSE,FALSE,0.648725173511612,0.932602603087357
"MSCCR_reGRID_632_Biopsy_1224","Control",FALSE,FALSE,1.38187474781547,0.939029156446285
"MSCCR_reGRID_633_Biopsy_1225","CD",FALSE,FALSE,1.76955985498195,0.942885391196091
"MSCCR_reGRID_635_Biopsy_1230","CD",FALSE,FALSE,1.26555252677895,0.942270865715487
"MSCCR_reGRID_641_Biopsy_1238","CD",FALSE,FALSE,0.943326312372995,0.937743016801203
"MSCCR_reGRID_644_Biopsy_1241","Control",FALSE,FALSE,0.701283225402505,0.929460270218987
"MSCCR_reGRID_645_Biopsy_1244","Control",FALSE,FALSE,1.2614321552343,0.944535848505794
"MSCCR_reGRID_650_Biopsy_1253","CD",FALSE,FALSE,0.456979903814455,0.904493584729796
"MSCCR_reGRID_651_Biopsy_1256","Control",FALSE,FALSE,1.36128801613129,0.940586338587206
"MSCCR_reGRID_658_Biopsy_1270","CD",FALSE,FALSE,2.09560781608199,0.945187621151508
"MSCCR_reGRID_660_Biopsy_1273","CD",FALSE,FALSE,1.18518268960542,0.937841060565377
"MSCCR_reGRID_661_Biopsy_1276","Control",FALSE,FALSE,1.38928430910821,0.940942191522958
"MSCCR_reGRID_675_Biopsy_1299","Control",FALSE,FALSE,1.1639703915681,0.935747349512925
"MSCCR_reGRID_678_Biopsy_1305","CD",FALSE,FALSE,0.786107087983376,0.938113882620378
"MSCCR_reGRID_68_Biopsy_131","CD",FALSE,FALSE,0.950319895016318,0.938425946413932
"MSCCR_reGRID_682_Biopsy_1311","CD",FALSE,FALSE,1.93207879857832,0.946078178515011
"MSCCR_reGRID_688_Biopsy_1317","Control",FALSE,FALSE,1.43158446346897,0.935782315488904
"MSCCR_reGRID_69_Biopsy_134","CD",FALSE,FALSE,1.78666427491687,0.948440636558343
"MSCCR_reGRID_710_Biopsy_1357","Control",FALSE,FALSE,0.446582478554406,0.893638102588275
"MSCCR_reGRID_718_Biopsy_1371","Control",FALSE,TRUE,0.329183373266686,0.876107616404439
"MSCCR_reGRID_719_Biopsy_1373","Control",FALSE,FALSE,2.01975872836058,0.940514810619512
"MSCCR_reGRID_72_Biopsy_141","CD",FALSE,FALSE,0.547107533327561,0.918683920533652
"MSCCR_reGRID_720_Biopsy_1376","Control",FALSE,FALSE,2.53976373395162,0.950393011101257
"MSCCR_reGRID_721_Biopsy_1377","Control",FALSE,FALSE,0.9243100094745,0.934173277590675
"MSCCR_reGRID_73_Biopsy_145","CD",FALSE,FALSE,1.30671729560034,0.935684333443982
"MSCCR_reGRID_731_Biopsy_1395","CD",FALSE,FALSE,1.51135812844012,0.943770819631856
"MSCCR_reGRID_734_Biopsy_1401","Control",FALSE,FALSE,1.35872553186875,0.939919738875096
"MSCCR_reGRID_739_Biopsy_1409","CD",FALSE,FALSE,1.14672323089659,0.945085180658699
"MSCCR_reGRID_741_Biopsy_1411","Control",FALSE,FALSE,2.22874265015092,0.947080369048833
"MSCCR_reGRID_750_Biopsy_1421","CD",FALSE,FALSE,1.89722845928391,0.947489533895394
"MSCCR_reGRID_751_Biopsy_1422","CD",FALSE,FALSE,0.930556835165704,0.933865264118725
