"cluster","cellAtlas","monacoImmune","Freq"
"5","Monocyte","Monocytes",0
"6","Monocyte","Monocytes",0
"7","Monocyte","Monocytes",0
"8","Monocyte","Monocytes",0
"9","Monocyte","Monocytes",0
"10","Monocyte","Monocytes",0
"11","Monocyte","Monocytes",0
"12","Monocyte","Monocytes",0
"13","Monocyte","Monocytes",6
"0","NK_cell","Monocytes",0
"1","NK_cell","Monocytes",0
"2","NK_cell","Monocytes",0
"3","NK_cell","Monocytes",0
"4","NK_cell","Monocytes",0
"5","NK_cell","Monocytes",0
"6","NK_cell","Monocytes",0
"7","NK_cell","Monocytes",0
"8","NK_cell","Monocytes",0
"9","NK_cell","Monocytes",0
"10","NK_cell","Monocytes",0
"11","NK_cell","Monocytes",0
"12","NK_cell","Monocytes",0
"13","NK_cell","Monocytes",0
"0","Pre-B_cell_CD34-","Monocytes",0
"1","Pre-B_cell_CD34-","Monocytes",0
"2","Pre-B_cell_CD34-","Monocytes",0
"3","Pre-B_cell_CD34-","Monocytes",0
"4","Pre-B_cell_CD34-","Monocytes",0
"5","Pre-B_cell_CD34-","Monocytes",0
"6","Pre-B_cell_CD34-","Monocytes",0
"7","Pre-B_cell_CD34-","Monocytes",0
"8","Pre-B_cell_CD34-","Monocytes",0
"9","Pre-B_cell_CD34-","Monocytes",1
"10","Pre-B_cell_CD34-","Monocytes",0
"11","Pre-B_cell_CD34-","Monocytes",0
"12","Pre-B_cell_CD34-","Monocytes",0
"13","Pre-B_cell_CD34-","Monocytes",2
"0","Pro-B_cell_CD34+","Monocytes",0
"1","Pro-B_cell_CD34+","Monocytes",0
"2","Pro-B_cell_CD34+","Monocytes",0
"3","Pro-B_cell_CD34+","Monocytes",0
"4","Pro-B_cell_CD34+","Monocytes",0
"5","Pro-B_cell_CD34+","Monocytes",0
"6","Pro-B_cell_CD34+","Monocytes",0
"7","Pro-B_cell_CD34+","Monocytes",0
"8","Pro-B_cell_CD34+","Monocytes",0
"9","Pro-B_cell_CD34+","Monocytes",0
"10","Pro-B_cell_CD34+","Monocytes",0
"11","Pro-B_cell_CD34+","Monocytes",0
"12","Pro-B_cell_CD34+","Monocytes",0
"13","Pro-B_cell_CD34+","Monocytes",0
"0","T_cells","Monocytes",0
"1","T_cells","Monocytes",0
"2","T_cells","Monocytes",0
"3","T_cells","Monocytes",0
"4","T_cells","Monocytes",0
"5","T_cells","Monocytes",0
"6","T_cells","Monocytes",0
"7","T_cells","Monocytes",0
"8","T_cells","Monocytes",0
"9","T_cells","Monocytes",0
"10","T_cells","Monocytes",0
"11","T_cells","Monocytes",0
"12","T_cells","Monocytes",0
"13","T_cells","Monocytes",0
"0","B_cell","NK cells",0
"1","B_cell","NK cells",0
"2","B_cell","NK cells",0
"3","B_cell","NK cells",0
"4","B_cell","NK cells",0
"5","B_cell","NK cells",0
"6","B_cell","NK cells",0
"7","B_cell","NK cells",0
"8","B_cell","NK cells",0
"9","B_cell","NK cells",0
"10","B_cell","NK cells",0
"11","B_cell","NK cells",0
"12","B_cell","NK cells",0
"13","B_cell","NK cells",0
"0","BM","NK cells",0
"1","BM","NK cells",0
"2","BM","NK cells",0
"3","BM","NK cells",0
"4","BM","NK cells",0
"5","BM","NK cells",0
"6","BM","NK cells",0
"7","BM","NK cells",0
"8","BM","NK cells",0
"9","BM","NK cells",0
"10","BM","NK cells",0
"11","BM","NK cells",0
"12","BM","NK cells",0
"13","BM","NK cells",0
"0","BM & Prog.","NK cells",0
"1","BM & Prog.","NK cells",0
"2","BM & Prog.","NK cells",0
"3","BM & Prog.","NK cells",0
"4","BM & Prog.","NK cells",0
"5","BM & Prog.","NK cells",0
"6","BM & Prog.","NK cells",0
"7","BM & Prog.","NK cells",0
"8","BM & Prog.","NK cells",0
"9","BM & Prog.","NK cells",0
"10","BM & Prog.","NK cells",0
"11","BM & Prog.","NK cells",0
"12","BM & Prog.","NK cells",0
"13","BM & Prog.","NK cells",0
"0","Chondrocytes","NK cells",0
"1","Chondrocytes","NK cells",0
"2","Chondrocytes","NK cells",0
"3","Chondrocytes","NK cells",0
"4","Chondrocytes","NK cells",0
"5","Chondrocytes","NK cells",0
"6","Chondrocytes","NK cells",0
"7","Chondrocytes","NK cells",0
"8","Chondrocytes","NK cells",0
"9","Chondrocytes","NK cells",0
"10","Chondrocytes","NK cells",0
"11","Chondrocytes","NK cells",0
"12","Chondrocytes","NK cells",0
"13","Chondrocytes","NK cells",0
"0","DC","NK cells",0
"1","DC","NK cells",0
"2","DC","NK cells",0
"3","DC","NK cells",0
"4","DC","NK cells",0
"5","DC","NK cells",0
"6","DC","NK cells",0
"7","DC","NK cells",0
"8","DC","NK cells",0
"9","DC","NK cells",0
"10","DC","NK cells",0
"11","DC","NK cells",0
"12","DC","NK cells",0
"13","DC","NK cells",0
"0","Endothelial_cells","NK cells",0
"1","Endothelial_cells","NK cells",0
"2","Endothelial_cells","NK cells",0
"3","Endothelial_cells","NK cells",0
"4","Endothelial_cells","NK cells",0
"5","Endothelial_cells","NK cells",0
"6","Endothelial_cells","NK cells",0
"7","Endothelial_cells","NK cells",0
"8","Endothelial_cells","NK cells",0
"9","Endothelial_cells","NK cells",0
"10","Endothelial_cells","NK cells",0
"11","Endothelial_cells","NK cells",0
"12","Endothelial_cells","NK cells",0
"13","Endothelial_cells","NK cells",0
"0","Epithelial_cells","NK cells",0
"1","Epithelial_cells","NK cells",0
"2","Epithelial_cells","NK cells",0
"3","Epithelial_cells","NK cells",0
"4","Epithelial_cells","NK cells",0
"5","Epithelial_cells","NK cells",0
"6","Epithelial_cells","NK cells",0
"7","Epithelial_cells","NK cells",0
"8","Epithelial_cells","NK cells",0
"9","Epithelial_cells","NK cells",0
"10","Epithelial_cells","NK cells",0
"11","Epithelial_cells","NK cells",0
"12","Epithelial_cells","NK cells",0
"13","Epithelial_cells","NK cells",0
"0","Erythroblast","NK cells",0
"1","Erythroblast","NK cells",0
"2","Erythroblast","NK cells",0
"3","Erythroblast","NK cells",0
"4","Erythroblast","NK cells",0
"5","Erythroblast","NK cells",0
"6","Erythroblast","NK cells",0
"7","Erythroblast","NK cells",0
"8","Erythroblast","NK cells",0
"9","Erythroblast","NK cells",0
"10","Erythroblast","NK cells",0
"11","Erythroblast","NK cells",0
"12","Erythroblast","NK cells",0
"13","Erythroblast","NK cells",0
"0","Fibroblasts","NK cells",0
"1","Fibroblasts","NK cells",0
"2","Fibroblasts","NK cells",0
"3","Fibroblasts","NK cells",0
"4","Fibroblasts","NK cells",0
"5","Fibroblasts","NK cells",0
"6","Fibroblasts","NK cells",0
"7","Fibroblasts","NK cells",0
"8","Fibroblasts","NK cells",0
"9","Fibroblasts","NK cells",0
"10","Fibroblasts","NK cells",0
"11","Fibroblasts","NK cells",0
"12","Fibroblasts","NK cells",0
"13","Fibroblasts","NK cells",0
"0","Hepatocytes","NK cells",0
"1","Hepatocytes","NK cells",0
"2","Hepatocytes","NK cells",0
"3","Hepatocytes","NK cells",0
"4","Hepatocytes","NK cells",0
"5","Hepatocytes","NK cells",0
"6","Hepatocytes","NK cells",0
"7","Hepatocytes","NK cells",0
"8","Hepatocytes","NK cells",0
"9","Hepatocytes","NK cells",0
"10","Hepatocytes","NK cells",0
"11","Hepatocytes","NK cells",0
"12","Hepatocytes","NK cells",0
"13","Hepatocytes","NK cells",0
"0","HSC_-G-CSF","NK cells",0
"1","HSC_-G-CSF","NK cells",0
"2","HSC_-G-CSF","NK cells",0
"3","HSC_-G-CSF","NK cells",0
"4","HSC_-G-CSF","NK cells",0
"5","HSC_-G-CSF","NK cells",0
"6","HSC_-G-CSF","NK cells",0
"7","HSC_-G-CSF","NK cells",0
"8","HSC_-G-CSF","NK cells",0
"9","HSC_-G-CSF","NK cells",0
"10","HSC_-G-CSF","NK cells",0
"11","HSC_-G-CSF","NK cells",0
"12","HSC_-G-CSF","NK cells",0
"13","HSC_-G-CSF","NK cells",0
"0","Macrophage","NK cells",0
"1","Macrophage","NK cells",0
"2","Macrophage","NK cells",0
"3","Macrophage","NK cells",0
"4","Macrophage","NK cells",0
"5","Macrophage","NK cells",0
"6","Macrophage","NK cells",0
"7","Macrophage","NK cells",0
"8","Macrophage","NK cells",0
"9","Macrophage","NK cells",0
"10","Macrophage","NK cells",0
"11","Macrophage","NK cells",0
"12","Macrophage","NK cells",0
"13","Macrophage","NK cells",0
"0","MEP","NK cells",0
"1","MEP","NK cells",0
"2","MEP","NK cells",0
"3","MEP","NK cells",0
"4","MEP","NK cells",0
"5","MEP","NK cells",0
"6","MEP","NK cells",0
"7","MEP","NK cells",0
"8","MEP","NK cells",0
"9","MEP","NK cells",0
"10","MEP","NK cells",0
"11","MEP","NK cells",0
"12","MEP","NK cells",0
"13","MEP","NK cells",0
"0","Monocyte","NK cells",0
"1","Monocyte","NK cells",0
"2","Monocyte","NK cells",0
"3","Monocyte","NK cells",0
"4","Monocyte","NK cells",0
"5","Monocyte","NK cells",0
"6","Monocyte","NK cells",0
"7","Monocyte","NK cells",0
"8","Monocyte","NK cells",0
"9","Monocyte","NK cells",0
"10","Monocyte","NK cells",0
"11","Monocyte","NK cells",0
"12","Monocyte","NK cells",0
"13","Monocyte","NK cells",0
"0","NK_cell","NK cells",1
"1","NK_cell","NK cells",0
"2","NK_cell","NK cells",1
"3","NK_cell","NK cells",0
"4","NK_cell","NK cells",196
"5","NK_cell","NK cells",0
"6","NK_cell","NK cells",0
"7","NK_cell","NK cells",2
"8","NK_cell","NK cells",0
"9","NK_cell","NK cells",3
"10","NK_cell","NK cells",29
"11","NK_cell","NK cells",19
"12","NK_cell","NK cells",3
"13","NK_cell","NK cells",0
"0","Pre-B_cell_CD34-","NK cells",0
"1","Pre-B_cell_CD34-","NK cells",0
"2","Pre-B_cell_CD34-","NK cells",0
"3","Pre-B_cell_CD34-","NK cells",0
"4","Pre-B_cell_CD34-","NK cells",0
"5","Pre-B_cell_CD34-","NK cells",0
"6","Pre-B_cell_CD34-","NK cells",0
"7","Pre-B_cell_CD34-","NK cells",0
"8","Pre-B_cell_CD34-","NK cells",0
"9","Pre-B_cell_CD34-","NK cells",0
"10","Pre-B_cell_CD34-","NK cells",0
"11","Pre-B_cell_CD34-","NK cells",0
"12","Pre-B_cell_CD34-","NK cells",0
"13","Pre-B_cell_CD34-","NK cells",0
"0","Pro-B_cell_CD34+","NK cells",0
"1","Pro-B_cell_CD34+","NK cells",0
"2","Pro-B_cell_CD34+","NK cells",0
"3","Pro-B_cell_CD34+","NK cells",0
"4","Pro-B_cell_CD34+","NK cells",0
"5","Pro-B_cell_CD34+","NK cells",0
"6","Pro-B_cell_CD34+","NK cells",0
"7","Pro-B_cell_CD34+","NK cells",0
"8","Pro-B_cell_CD34+","NK cells",0
"9","Pro-B_cell_CD34+","NK cells",0
"10","Pro-B_cell_CD34+","NK cells",0
"11","Pro-B_cell_CD34+","NK cells",0
"12","Pro-B_cell_CD34+","NK cells",0
"13","Pro-B_cell_CD34+","NK cells",0
"0","T_cells","NK cells",4
"1","T_cells","NK cells",0
"2","T_cells","NK cells",4
"3","T_cells","NK cells",1
"4","T_cells","NK cells",200
"5","T_cells","NK cells",0
"6","T_cells","NK cells",0
"7","T_cells","NK cells",0
"8","T_cells","NK cells",0
"9","T_cells","NK cells",2
"10","T_cells","NK cells",16
"11","T_cells","NK cells",10
"12","T_cells","NK cells",4
"13","T_cells","NK cells",0
"0","B_cell","Progenitors",0
"1","B_cell","Progenitors",0
"2","B_cell","Progenitors",0
"3","B_cell","Progenitors",0
"4","B_cell","Progenitors",0
"5","B_cell","Progenitors",0
"6","B_cell","Progenitors",0
"7","B_cell","Progenitors",0
"8","B_cell","Progenitors",0
"9","B_cell","Progenitors",0
"10","B_cell","Progenitors",0
"11","B_cell","Progenitors",0
"12","B_cell","Progenitors",0
"13","B_cell","Progenitors",0
"0","BM","Progenitors",0
"1","BM","Progenitors",0
"2","BM","Progenitors",0
"3","BM","Progenitors",0
"4","BM","Progenitors",0
"5","BM","Progenitors",0
"6","BM","Progenitors",0
"7","BM","Progenitors",0
"8","BM","Progenitors",0
"9","BM","Progenitors",1
"10","BM","Progenitors",0
"11","BM","Progenitors",0
"12","BM","Progenitors",0
"13","BM","Progenitors",0
"0","BM & Prog.","Progenitors",0
"1","BM & Prog.","Progenitors",0
"2","BM & Prog.","Progenitors",0
"3","BM & Prog.","Progenitors",0
"4","BM & Prog.","Progenitors",0
"5","BM & Prog.","Progenitors",0
"6","BM & Prog.","Progenitors",0
"7","BM & Prog.","Progenitors",0
"8","BM & Prog.","Progenitors",0
"9","BM & Prog.","Progenitors",0
"10","BM & Prog.","Progenitors",0
"11","BM & Prog.","Progenitors",2
"12","BM & Prog.","Progenitors",0
"13","BM & Prog.","Progenitors",0
"0","Chondrocytes","Progenitors",0
"1","Chondrocytes","Progenitors",0
"2","Chondrocytes","Progenitors",0
"3","Chondrocytes","Progenitors",0
"4","Chondrocytes","Progenitors",0
"5","Chondrocytes","Progenitors",0
"6","Chondrocytes","Progenitors",0
"7","Chondrocytes","Progenitors",0
"8","Chondrocytes","Progenitors",0
"9","Chondrocytes","Progenitors",0
"10","Chondrocytes","Progenitors",0
"11","Chondrocytes","Progenitors",0
"12","Chondrocytes","Progenitors",0
"13","Chondrocytes","Progenitors",0
"0","DC","Progenitors",0
"1","DC","Progenitors",0
"2","DC","Progenitors",0
"3","DC","Progenitors",0
"4","DC","Progenitors",0
"5","DC","Progenitors",0
"6","DC","Progenitors",0
"7","DC","Progenitors",0
"8","DC","Progenitors",0
"9","DC","Progenitors",0
"10","DC","Progenitors",0
"11","DC","Progenitors",0
"12","DC","Progenitors",0
"13","DC","Progenitors",0
"0","Endothelial_cells","Progenitors",0
"1","Endothelial_cells","Progenitors",0
"2","Endothelial_cells","Progenitors",0
"3","Endothelial_cells","Progenitors",0
"4","Endothelial_cells","Progenitors",0
"5","Endothelial_cells","Progenitors",0
"6","Endothelial_cells","Progenitors",0
"7","Endothelial_cells","Progenitors",0
"8","Endothelial_cells","Progenitors",0
"9","Endothelial_cells","Progenitors",0
"10","Endothelial_cells","Progenitors",0
"11","Endothelial_cells","Progenitors",0
"12","Endothelial_cells","Progenitors",0
"13","Endothelial_cells","Progenitors",7
"0","Epithelial_cells","Progenitors",0
"1","Epithelial_cells","Progenitors",0
"2","Epithelial_cells","Progenitors",0
"3","Epithelial_cells","Progenitors",0
"4","Epithelial_cells","Progenitors",0
"5","Epithelial_cells","Progenitors",0
"6","Epithelial_cells","Progenitors",0
"7","Epithelial_cells","Progenitors",0
"8","Epithelial_cells","Progenitors",0
"9","Epithelial_cells","Progenitors",0
"10","Epithelial_cells","Progenitors",0
"11","Epithelial_cells","Progenitors",1
"12","Epithelial_cells","Progenitors",0
"13","Epithelial_cells","Progenitors",1
"0","Erythroblast","Progenitors",0
"1","Erythroblast","Progenitors",0
"2","Erythroblast","Progenitors",0
"3","Erythroblast","Progenitors",0
"4","Erythroblast","Progenitors",0
"5","Erythroblast","Progenitors",0
"6","Erythroblast","Progenitors",0
"7","Erythroblast","Progenitors",0
"8","Erythroblast","Progenitors",0
"9","Erythroblast","Progenitors",0
"10","Erythroblast","Progenitors",0
"11","Erythroblast","Progenitors",1
"12","Erythroblast","Progenitors",0
"13","Erythroblast","Progenitors",0
"0","Fibroblasts","Progenitors",0
"1","Fibroblasts","Progenitors",0
"2","Fibroblasts","Progenitors",0
"3","Fibroblasts","Progenitors",0
"4","Fibroblasts","Progenitors",0
"5","Fibroblasts","Progenitors",0
"6","Fibroblasts","Progenitors",0
"7","Fibroblasts","Progenitors",0
"8","Fibroblasts","Progenitors",0
"9","Fibroblasts","Progenitors",0
"10","Fibroblasts","Progenitors",0
"11","Fibroblasts","Progenitors",0
"12","Fibroblasts","Progenitors",0
"13","Fibroblasts","Progenitors",0
"0","Hepatocytes","Progenitors",0
"1","Hepatocytes","Progenitors",0
"2","Hepatocytes","Progenitors",0
"3","Hepatocytes","Progenitors",0
"4","Hepatocytes","Progenitors",0
"5","Hepatocytes","Progenitors",0
"6","Hepatocytes","Progenitors",0
"7","Hepatocytes","Progenitors",0
"8","Hepatocytes","Progenitors",0
"9","Hepatocytes","Progenitors",0
"10","Hepatocytes","Progenitors",0
"11","Hepatocytes","Progenitors",0
"12","Hepatocytes","Progenitors",0
"13","Hepatocytes","Progenitors",0
"0","HSC_-G-CSF","Progenitors",0
"1","HSC_-G-CSF","Progenitors",0
"2","HSC_-G-CSF","Progenitors",0
"3","HSC_-G-CSF","Progenitors",0
"4","HSC_-G-CSF","Progenitors",0
"5","HSC_-G-CSF","Progenitors",0
"6","HSC_-G-CSF","Progenitors",0
"7","HSC_-G-CSF","Progenitors",0
"8","HSC_-G-CSF","Progenitors",0
"9","HSC_-G-CSF","Progenitors",0
"10","HSC_-G-CSF","Progenitors",0
"11","HSC_-G-CSF","Progenitors",0
"12","HSC_-G-CSF","Progenitors",0
"13","HSC_-G-CSF","Progenitors",0
"0","Macrophage","Progenitors",0
"1","Macrophage","Progenitors",0
"2","Macrophage","Progenitors",0
"3","Macrophage","Progenitors",0
"4","Macrophage","Progenitors",0
"5","Macrophage","Progenitors",0
"6","Macrophage","Progenitors",0
"7","Macrophage","Progenitors",0
"8","Macrophage","Progenitors",0
"9","Macrophage","Progenitors",0
"10","Macrophage","Progenitors",0
"11","Macrophage","Progenitors",0
"12","Macrophage","Progenitors",0
"13","Macrophage","Progenitors",0
"0","MEP","Progenitors",0
"1","MEP","Progenitors",0
"2","MEP","Progenitors",0
"3","MEP","Progenitors",0
"4","MEP","Progenitors",0
"5","MEP","Progenitors",0
"6","MEP","Progenitors",0
"7","MEP","Progenitors",0
"8","MEP","Progenitors",0
"9","MEP","Progenitors",0
"10","MEP","Progenitors",0
"11","MEP","Progenitors",1
"12","MEP","Progenitors",0
"13","MEP","Progenitors",0
"0","Monocyte","Progenitors",0
"1","Monocyte","Progenitors",0
"2","Monocyte","Progenitors",0
"3","Monocyte","Progenitors",0
"4","Monocyte","Progenitors",0
"5","Monocyte","Progenitors",0
"6","Monocyte","Progenitors",0
"7","Monocyte","Progenitors",0
"8","Monocyte","Progenitors",0
"9","Monocyte","Progenitors",0
"10","Monocyte","Progenitors",0
"11","Monocyte","Progenitors",0
"12","Monocyte","Progenitors",0
"13","Monocyte","Progenitors",0
"0","NK_cell","Progenitors",0
"1","NK_cell","Progenitors",0
"2","NK_cell","Progenitors",0
"3","NK_cell","Progenitors",0
"4","NK_cell","Progenitors",0
"5","NK_cell","Progenitors",0
"6","NK_cell","Progenitors",0
"7","NK_cell","Progenitors",0
"8","NK_cell","Progenitors",0
"9","NK_cell","Progenitors",0
"10","NK_cell","Progenitors",0
"11","NK_cell","Progenitors",0
"12","NK_cell","Progenitors",0
"13","NK_cell","Progenitors",0
"0","Pre-B_cell_CD34-","Progenitors",0
"1","Pre-B_cell_CD34-","Progenitors",0
"2","Pre-B_cell_CD34-","Progenitors",0
"3","Pre-B_cell_CD34-","Progenitors",0
"4","Pre-B_cell_CD34-","Progenitors",0
"5","Pre-B_cell_CD34-","Progenitors",0
"6","Pre-B_cell_CD34-","Progenitors",0
"7","Pre-B_cell_CD34-","Progenitors",0
"8","Pre-B_cell_CD34-","Progenitors",0
"9","Pre-B_cell_CD34-","Progenitors",0
"10","Pre-B_cell_CD34-","Progenitors",0
"11","Pre-B_cell_CD34-","Progenitors",0
"12","Pre-B_cell_CD34-","Progenitors",0
"13","Pre-B_cell_CD34-","Progenitors",0
"0","Pro-B_cell_CD34+","Progenitors",0
"1","Pro-B_cell_CD34+","Progenitors",0
"2","Pro-B_cell_CD34+","Progenitors",0
"3","Pro-B_cell_CD34+","Progenitors",0
"4","Pro-B_cell_CD34+","Progenitors",0
"5","Pro-B_cell_CD34+","Progenitors",0
"6","Pro-B_cell_CD34+","Progenitors",0
"7","Pro-B_cell_CD34+","Progenitors",0
"8","Pro-B_cell_CD34+","Progenitors",0
"9","Pro-B_cell_CD34+","Progenitors",0
"10","Pro-B_cell_CD34+","Progenitors",0
"11","Pro-B_cell_CD34+","Progenitors",0
"12","Pro-B_cell_CD34+","Progenitors",0
"13","Pro-B_cell_CD34+","Progenitors",0
"0","T_cells","Progenitors",0
"1","T_cells","Progenitors",0
"2","T_cells","Progenitors",0
"3","T_cells","Progenitors",0
"4","T_cells","Progenitors",0
"5","T_cells","Progenitors",0
"6","T_cells","Progenitors",0
"7","T_cells","Progenitors",0
"8","T_cells","Progenitors",0
"9","T_cells","Progenitors",0
"10","T_cells","Progenitors",0
"11","T_cells","Progenitors",0
"12","T_cells","Progenitors",0
"13","T_cells","Progenitors",0
"0","B_cell","T cells",0
"1","B_cell","T cells",0
"2","B_cell","T cells",0
"3","B_cell","T cells",0
"4","B_cell","T cells",0
"5","B_cell","T cells",0
"6","B_cell","T cells",0
"7","B_cell","T cells",0
"8","B_cell","T cells",0
"9","B_cell","T cells",0
"10","B_cell","T cells",0
"11","B_cell","T cells",0
"12","B_cell","T cells",0
"13","B_cell","T cells",0
"0","BM","T cells",0
"1","BM","T cells",0
"2","BM","T cells",0
"3","BM","T cells",0
"4","BM","T cells",0
"5","BM","T cells",0
"6","BM","T cells",0
"7","BM","T cells",0
"8","BM","T cells",0
"9","BM","T cells",0
"10","BM","T cells",0
"11","BM","T cells",0
"12","BM","T cells",0
"13","BM","T cells",0
"0","BM & Prog.","T cells",0
"1","BM & Prog.","T cells",0
"2","BM & Prog.","T cells",0
"3","BM & Prog.","T cells",0
"4","BM & Prog.","T cells",0
"5","BM & Prog.","T cells",0
"6","BM & Prog.","T cells",0
"7","BM & Prog.","T cells",0
"8","BM & Prog.","T cells",0
"9","BM & Prog.","T cells",0
"10","BM & Prog.","T cells",0
"11","BM & Prog.","T cells",0
"12","BM & Prog.","T cells",0
"13","BM & Prog.","T cells",0
"0","Chondrocytes","T cells",0
"1","Chondrocytes","T cells",0
"2","Chondrocytes","T cells",0
"3","Chondrocytes","T cells",0
"4","Chondrocytes","T cells",0
"5","Chondrocytes","T cells",0
"6","Chondrocytes","T cells",0
"7","Chondrocytes","T cells",0
"8","Chondrocytes","T cells",0
"9","Chondrocytes","T cells",0
"10","Chondrocytes","T cells",0
"11","Chondrocytes","T cells",0
"12","Chondrocytes","T cells",0
"13","Chondrocytes","T cells",0
"0","DC","T cells",0
"1","DC","T cells",0
"2","DC","T cells",0
"3","DC","T cells",0
"4","DC","T cells",0
"5","DC","T cells",0
"6","DC","T cells",0
"7","DC","T cells",0
"8","DC","T cells",0
"9","DC","T cells",0
"10","DC","T cells",0
"11","DC","T cells",0
"12","DC","T cells",0
"13","DC","T cells",0
"0","Endothelial_cells","T cells",0
"1","Endothelial_cells","T cells",0
"2","Endothelial_cells","T cells",0
"3","Endothelial_cells","T cells",0
"4","Endothelial_cells","T cells",0
"5","Endothelial_cells","T cells",0
"6","Endothelial_cells","T cells",0
"7","Endothelial_cells","T cells",0
"8","Endothelial_cells","T cells",0
"9","Endothelial_cells","T cells",0
"10","Endothelial_cells","T cells",0
"11","Endothelial_cells","T cells",0
"12","Endothelial_cells","T cells",0
"13","Endothelial_cells","T cells",0
"0","Epithelial_cells","T cells",0
"1","Epithelial_cells","T cells",0
"2","Epithelial_cells","T cells",0
"3","Epithelial_cells","T cells",0
"4","Epithelial_cells","T cells",0
"5","Epithelial_cells","T cells",0
"6","Epithelial_cells","T cells",0
"7","Epithelial_cells","T cells",0
"8","Epithelial_cells","T cells",0
"9","Epithelial_cells","T cells",0
"10","Epithelial_cells","T cells",0
"11","Epithelial_cells","T cells",0
"12","Epithelial_cells","T cells",0
"13","Epithelial_cells","T cells",0
"0","Erythroblast","T cells",0
"1","Erythroblast","T cells",0
"2","Erythroblast","T cells",0
"3","Erythroblast","T cells",0
"4","Erythroblast","T cells",0
"5","Erythroblast","T cells",0
"6","Erythroblast","T cells",0
"7","Erythroblast","T cells",0
"8","Erythroblast","T cells",0
"9","Erythroblast","T cells",0
"10","Erythroblast","T cells",0
"11","Erythroblast","T cells",0
"12","Erythroblast","T cells",0
"13","Erythroblast","T cells",0
"0","Fibroblasts","T cells",0
"1","Fibroblasts","T cells",0
"2","Fibroblasts","T cells",0
"3","Fibroblasts","T cells",0
"4","Fibroblasts","T cells",0
"5","Fibroblasts","T cells",0
"6","Fibroblasts","T cells",0
"7","Fibroblasts","T cells",0
"8","Fibroblasts","T cells",0
"9","Fibroblasts","T cells",0
"10","Fibroblasts","T cells",0
"11","Fibroblasts","T cells",0
"12","Fibroblasts","T cells",0
"13","Fibroblasts","T cells",0
"0","Hepatocytes","T cells",0
"1","Hepatocytes","T cells",0
"2","Hepatocytes","T cells",0
"3","Hepatocytes","T cells",0
"4","Hepatocytes","T cells",0
"5","Hepatocytes","T cells",0
"6","Hepatocytes","T cells",0
"7","Hepatocytes","T cells",0
"8","Hepatocytes","T cells",0
"9","Hepatocytes","T cells",0
"10","Hepatocytes","T cells",0
"11","Hepatocytes","T cells",0
"12","Hepatocytes","T cells",0
"13","Hepatocytes","T cells",0
"0","HSC_-G-CSF","T cells",0
"1","HSC_-G-CSF","T cells",0
"2","HSC_-G-CSF","T cells",0
"3","HSC_-G-CSF","T cells",0
"4","HSC_-G-CSF","T cells",0
"5","HSC_-G-CSF","T cells",0
"6","HSC_-G-CSF","T cells",0
"7","HSC_-G-CSF","T cells",0
"8","HSC_-G-CSF","T cells",0
"9","HSC_-G-CSF","T cells",0
"10","HSC_-G-CSF","T cells",0
"11","HSC_-G-CSF","T cells",0
"12","HSC_-G-CSF","T cells",0
"13","HSC_-G-CSF","T cells",0
"0","Macrophage","T cells",0
"1","Macrophage","T cells",0
"2","Macrophage","T cells",0
"3","Macrophage","T cells",0
"4","Macrophage","T cells",0
"5","Macrophage","T cells",0
"6","Macrophage","T cells",0
"7","Macrophage","T cells",0
"8","Macrophage","T cells",0
"9","Macrophage","T cells",0
"10","Macrophage","T cells",0
"11","Macrophage","T cells",0
"12","Macrophage","T cells",0
"13","Macrophage","T cells",0
"0","MEP","T cells",0
"1","MEP","T cells",0
"2","MEP","T cells",0
"3","MEP","T cells",0
"4","MEP","T cells",0
"5","MEP","T cells",0
"6","MEP","T cells",0
"7","MEP","T cells",0
"8","MEP","T cells",0
"9","MEP","T cells",0
"10","MEP","T cells",0
"11","MEP","T cells",0
"12","MEP","T cells",0
"13","MEP","T cells",0
"0","Monocyte","T cells",0
"1","Monocyte","T cells",0
"2","Monocyte","T cells",0
"3","Monocyte","T cells",0
"4","Monocyte","T cells",0
"5","Monocyte","T cells",0
"6","Monocyte","T cells",0
"7","Monocyte","T cells",0
"8","Monocyte","T cells",0
"9","Monocyte","T cells",0
"10","Monocyte","T cells",0
"11","Monocyte","T cells",0
"12","Monocyte","T cells",0
"13","Monocyte","T cells",0
"0","NK_cell","T cells",161
"1","NK_cell","T cells",1
"2","NK_cell","T cells",14
"3","NK_cell","T cells",7
"4","NK_cell","T cells",232
"5","NK_cell","T cells",11
"6","NK_cell","T cells",0
"7","NK_cell","T cells",6
"8","NK_cell","T cells",0
"9","NK_cell","T cells",38
"10","NK_cell","T cells",36
"11","NK_cell","T cells",13
"12","NK_cell","T cells",56
"13","NK_cell","T cells",0
"0","Pre-B_cell_CD34-","T cells",0
"1","Pre-B_cell_CD34-","T cells",0
"2","Pre-B_cell_CD34-","T cells",0
"3","Pre-B_cell_CD34-","T cells",0
"4","Pre-B_cell_CD34-","T cells",0
"5","Pre-B_cell_CD34-","T cells",0
"6","Pre-B_cell_CD34-","T cells",0
"7","Pre-B_cell_CD34-","T cells",0
"8","Pre-B_cell_CD34-","T cells",0
"9","Pre-B_cell_CD34-","T cells",0
"10","Pre-B_cell_CD34-","T cells",0
"11","Pre-B_cell_CD34-","T cells",0
"12","Pre-B_cell_CD34-","T cells",0
